-9.699897057162144565e-01, 2.058079955772123548e-01, 1.294721582467125431e-01
-3.176863938871201110e-01, 9.097613913283170151e-01, 2.672256836222189347e-01
9.657529473876319548e-01, 1.569136807223497354e-01, -2.066381896316999978e-01
1.959285001273606552e-01, -5.586186637871807248e-01, 8.059511221572109863e-01
1.982871580312238133e-02, -7.272089372785834893e-01, -6.861297133718611274e-01
1.388682886465478772e-01, 9.072253333414608267e-01, -3.970614473250384524e-01
-3.710788169509440793e-01, 7.822497699339813204e-01, 5.003856603146427107e-01
-1.999554006256663297e-01, 4.747320333446840568e-01, -8.571157064696988126e-01
-1.734536962603835664e-01, -9.834511961498727528e-01, -5.232169765016251445e-02
2.777344292395786951e-01, 9.551016450117577605e-01, 1.031718687957121905e-01
-2.824136310896075419e-01, -4.182090631405848136e-01, -8.633329140498798848e-01
5.455141044418659185e-02, -9.982290908995506973e-01, -2.372394782506631605e-02
2.482393465581055891e-01, -1.302529189632646578e-01, -9.599017678502076434e-01
8.535556490272399044e-01, 4.800275151809612062e-01, -2.025249087961265848e-01
1.204462568862210564e-01, -8.685826214059914896e-02, 9.889127067137994942e-01
7.404054876263201912e-01, -6.561797169287705844e-02, -6.689499201612507662e-01
4.759335603989069963e-01, 7.028617909307559586e-01, -5.286516328695395339e-01
-4.736515044804502916e-01, 5.418851306672191059e-01, 6.942728263911650544e-01
-8.095348315823536200e-01, 2.900386844035868772e-01, -5.104222937963888151e-01
4.527389775180149512e-01, 8.884581504710674649e-01, 7.529630201724721306e-02
-6.815202702711763427e-01, 5.378227339466377099e-01, -4.962628618581757522e-01
3.983309528209477146e-01, 9.079449577755881462e-01, 1.302628330516474309e-01
-5.640092117339134958e-01, 4.956459183156210480e-01, 6.604761409289168217e-01
